Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"I apologise in advance. I am an economist. I traffic in charts and figures, but I will walk us through this. The top panel shows a plot where the logarithm of the total medal count in the Summer Olympics is set against per capita incomes, measured in a common currency that is corrected for inflation. The small blue dots are other countries across the different competitions since 1976. Singapore is shown apropos in red.",2,27,014-002-095-108-013-027,290
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,The green line is the best fit line from a simple linear regression. The way to read it is that observations above the line are over-achievements for their level of per capita income and vice versa for those below.,3,28,014-002-095-108-013-028,291
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"We are far below. Consistently, we are clearly falling short. While our lack of Olympic success turns out to be not that usual among ASEAN nations, we remain unambiguously an outlier.",4,29,014-002-095-108-013-029,292
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"A similar story can be told for our lack of football success, which is shown in the bottom panel. But here, we are now talking about a ranking, where a low number is better and so the line is inverted.",5,30,014-002-095-108-013-030,293
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"Yet, here, our story is even more disappointing. Our FIFA ranking back in 1993 is right smack on that green line, which means that we were at least consistent with our level of development. But as we have gotten richer, our ranking has paradoxically slid further away from where we would otherwise expect.",6,31,014-002-095-108-013-031,294
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"What explains our nation's anomalous outcomes is that it turns out money alone is not enough. Countries that have prioritised sporting achievement, including at the highest level, note that this prioritisation is what is important. This is why tiny Uruguay can win the World Cup twice and still consistently send competitive teams to the tournament. It is why Iceland's 330,000 people can qualify for international basketball and football tournaments and why Australia is a powerhouse in swimming, Jamaica keeps tearing up the tracks and the All Blacks represent New Zealand.",7,32,014-002-095-108-013-032,295
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"Part of the grand plan to revitalise our local sporting scene was the Singapore Sports Hub. The Sports Hub was conceived as a PPP that was meant to go far beyond infrastructure provision. Its bid evaluation placed a weight of two fifths on appeal of sports, leisure and entertainment programming – more than any other criteria – reflecting the importance that the Government placed on operational considerations.",8,33,014-002-095-108-013-033,296
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"Yet, after launching to much fanfare into 2014 and as the then largest PPP project in the world, the Sports Hub would last only about a dozen years as a PPP. Around mid June of last year, the Government announced that SportSG would take over the ownership and management of the Sports Hub, stating that this would serve the interests of Singapore and Singaporeans better. This came after a ""detailed financial, legal, and operational due diligence"" effort.",9,34,014-002-095-108-013-034,297
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"But it is notable that symptoms of underlying problems were already presenting themselves right from the start. Some of these, such as the delayed construction and launch due to the global financial crisis of 2008, were plausibly due to external factors, beyond the control of the consortium. But costs significantly overran the original estimate of $650 to $800 million, eventually clocking in at $1.3 billion – twice the low-end estimate.",10,35,014-002-095-108-013-035,298
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"Even after construction, operational issues plagued the project. A football friendly between Brazil and Japan held in 2014 received criticism that the pitch was ""more sand than grass."" Just two months later, a Jay Chou concert held at the Hub was plagued by a leaky roof.",11,36,014-002-095-108-013-036,299
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"In 2016, rumours swirled about how one of the consortium partners was at risk of being ejected and a fiasco for that year's National Day Parade, which included a proposed upcharge for extra rehearsal days, poor reviews of the venue and a final price tag around twice the cost of that of the Floating Platform or the Padang.",12,37,014-002-095-108-013-037,300
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"Throughout, the facility had gone through Chief Executive Officers (CEOs) like hot potatoes, averaging one every other year, not to mention others in the c-suite.",13,38,014-002-095-108-013-038,301
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"But if these fundamental problems were known to the Government, it did not telegraph much of this to the rest of us. In a response to a Parliamentary Question posed in 2017 expressing concerns about the project, then-Minister for Community, Culture, and Youth Grace Fu only revealed that SportSG was ""in constant communication with Sports Hub Private Limited (SHPL)… [and] has a dedicated team of officers who monitor SHPL's performance closely and holistically.""",14,39,014-002-095-108-013-039,302
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"When I asked in 2019 if there were lessons to be learned from the episode, she declined to answer in detail, merely offering that being the ""first major PPP that the Government has done, we can all learn from the process"".",15,40,014-002-095-108-013-040,303
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"But we should be clear about why we pursued a PPP in the first place. Beyond the simple-minded desire to flow with a public policy fad, in principle, there are three reasons why one may pursue a PPP for a given project.",16,41,014-002-095-108-013-041,304
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"First, it is because the public sector does not have sufficient funds, and a partnership with the private sector becomes a means of unlocking necessary financing. This is often the case with infrastructure projects. Governments grant the rights of levying usage charges for, say, a road or bridge, to a private developer in exchange for their delivering the said construction project.",17,42,014-002-095-108-013-042,305
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"Second is because the desire to share the risks of the project between two parties. For projects with uncertain economic prospects such as those who wish to build power or water treatment plants, especially in the still-developing area, roping in private partners can diversify the risks of potential losses among those with the ability and the willingness to bear such risks.",18,43,014-002-095-108-013-043,306
